#datatype measurement,tag,tag,tag,tag,double,datetime:RFC3339
m,gateway,host,node,owner,value,_time
POT,24,mqtt.angizehco.com,1,security_system,234,2022-10-30T06:00:00Z
POT,24,mqtt.angizehco.com,1,security_system,247,2022-10-30T07:00:00Z
POT,24,mqtt.angizehco.com,1,security_system,252,2022-10-30T08:00:00Z
POT,24,mqtt.angizehco.com,1,security_system,258,2022-10-30T09:00:00Z
POT,24,mqtt.angizehco.com,1,security_system,258,2022-10-30T10:00:00Z
POT,24,mqtt.angizehco.com,1,security_system,252,2022-10-30T11:00:00Z
POT,24,mqtt.angizehco.com,1,security_system,250,2022-10-30T12:00:00Z
POT,24,mqtt.angizehco.com,1,security_system,227,2022-10-31T06:00:00Z
POT,24,mqtt.angizehco.com,1,security_system,232,2022-10-31T07:00:00Z
POT,24,mqtt.angizehco.com,1,security_system,232,2022-10-31T08:00:00Z
POT,24,mqtt.angizehco.com,1,security_system,232,2022-10-31T09:00:00Z
POT,24,mqtt.angizehco.com,1,security_system,237,2022-10-31T10:00:00Z
POT,24,mqtt.angizehco.com,1,security_system,247,2022-10-31T11:00:00Z
POT,24,mqtt.angizehco.com,1,security_system,247,2022-10-31T12:00:00Z
POT,24,mqtt.angizehco.com,1,security_system,292,2022-10-31T13:00:00Z
POT,24,mqtt.angizehco.com,1,security_system,275,2022-10-31T14:00:00Z
POT,24,mqtt.angizehco.com,1,security_system,278,2022-10-31T15:00:00Z
POT,24,mqtt.angizehco.com,1,security_system,266,2022-10-31T16:00:00Z
POT,24,mqtt.angizehco.com,1,security_system,269,2022-10-31T17:00:00Z
POT,24,mqtt.angizehco.com,1,security_system,263,2022-10-31T18:00:00Z
POT,24,mqtt.angizehco.com,1,security_system,263,2022-10-31T19:00:00Z
POT,24,mqtt.angizehco.com,1,security_system,266,2022-10-31T20:00:00Z
POT,24,mqtt.angizehco.com,1,security_system,263,2022-10-31T21:00:00Z
POT,24,mqtt.angizehco.com,1,security_system,258,2022-10-31T22:00:00Z
POT,24,mqtt.angizehco.com,1,security_system,255,2022-10-31T23:00:00Z
POT,24,mqtt.angizehco.com,1,security_system,252,2022-11-01T00:00:00Z
