,m,gateway,host,node,owner,value,_time
0,#datatype measurement,tag,tag,tag,tag,double,datetime:RFC3339
3811,Humidity,1,mqtt.angizehco.com,4,toossab,31.95,2022-05-20T14:00:00Z
3812,Humidity,1,mqtt.angizehco.com,4,toossab,31.73,2022-05-20T15:00:00Z
3813,Humidity,1,mqtt.angizehco.com,4,toossab,32.2,2022-05-20T16:00:00Z
3814,Humidity,1,mqtt.angizehco.com,4,toossab,32.17,2022-05-20T17:00:00Z
3815,Humidity,1,mqtt.angizehco.com,4,toossab,32.25,2022-05-20T18:00:00Z
3816,Humidity,1,mqtt.angizehco.com,4,toossab,32.15,2022-05-20T19:00:00Z
3817,Humidity,1,mqtt.angizehco.com,4,toossab,32.35,2022-05-20T20:00:00Z
3818,Humidity,1,mqtt.angizehco.com,4,toossab,34.51,2022-05-20T21:00:00Z
3819,Humidity,1,mqtt.angizehco.com,4,toossab,35.16,2022-05-20T22:00:00Z
3820,Humidity,1,mqtt.angizehco.com,4,toossab,32.63,2022-05-20T23:00:00Z
3821,Humidity,1,mqtt.angizehco.com,4,toossab,33.62,2022-05-21T00:00:00Z
3822,Humidity,1,mqtt.angizehco.com,4,toossab,31.53,2022-05-21T01:00:00Z
3823,Humidity,1,mqtt.angizehco.com,4,toossab,31.22,2022-05-21T02:00:00Z
3824,Humidity,1,mqtt.angizehco.com,4,toossab,33.42,2022-05-21T03:00:00Z
3825,Humidity,1,mqtt.angizehco.com,4,toossab,33.98,2022-05-21T04:00:00Z
3826,Humidity,1,mqtt.angizehco.com,4,toossab,34.64,2022-05-21T05:00:00Z
3827,Humidity,1,mqtt.angizehco.com,4,toossab,34.91,2022-05-21T06:00:00Z
3828,Humidity,1,mqtt.angizehco.com,4,toossab,33.62,2022-05-21T07:00:00Z
3829,Humidity,1,mqtt.angizehco.com,4,toossab,30.56,2022-05-21T08:00:00Z
3830,Humidity,1,mqtt.angizehco.com,4,toossab,30.44,2022-05-21T09:00:00Z
3831,Humidity,1,mqtt.angizehco.com,4,toossab,31.63,2022-05-21T10:00:00Z
3832,Humidity,1,mqtt.angizehco.com,4,toossab,30.56,2022-05-21T11:00:00Z
3833,Humidity,1,mqtt.angizehco.com,4,toossab,29.03,2022-05-21T12:00:00Z
3834,Humidity,1,mqtt.angizehco.com,4,toossab,27.86,2022-05-21T13:00:00Z
3835,Humidity,1,mqtt.angizehco.com,4,toossab,27.14,2022-05-21T14:00:00Z
3836,Humidity,1,mqtt.angizehco.com,4,toossab,27,2022-05-21T15:00:00Z
3837,Humidity,1,mqtt.angizehco.com,4,toossab,26.7,2022-05-21T16:00:00Z
3838,Humidity,1,mqtt.angizehco.com,4,toossab,26.38,2022-05-21T17:00:00Z
3839,Humidity,1,mqtt.angizehco.com,4,toossab,27.51,2022-05-21T18:00:00Z
3840,Humidity,1,mqtt.angizehco.com,4,toossab,27.17,2022-05-21T19:00:00Z
3841,Humidity,1,mqtt.angizehco.com,4,toossab,27.29,2022-05-21T20:00:00Z
3842,Humidity,1,mqtt.angizehco.com,4,toossab,27.54,2022-05-21T21:00:00Z
3843,Humidity,1,mqtt.angizehco.com,4,toossab,28.2,2022-05-21T22:00:00Z
3844,Humidity,1,mqtt.angizehco.com,4,toossab,28.15,2022-05-21T23:00:00Z
3845,Humidity,1,mqtt.angizehco.com,4,toossab,28.69,2022-05-22T00:00:00Z
3846,Humidity,1,mqtt.angizehco.com,4,toossab,28.84,2022-05-22T01:00:00Z
3847,Humidity,1,mqtt.angizehco.com,4,toossab,28.98,2022-05-22T02:00:00Z
3848,Humidity,1,mqtt.angizehco.com,4,toossab,28.3,2022-05-22T03:00:00Z
3849,Humidity,1,mqtt.angizehco.com,4,toossab,28.74,2022-05-22T04:00:00Z
3850,Humidity,1,mqtt.angizehco.com,4,toossab,30.35,2022-05-22T05:00:00Z
3851,Humidity,1,mqtt.angizehco.com,4,toossab,29.41,2022-05-22T06:00:00Z
3852,Humidity,1,mqtt.angizehco.com,4,toossab,29.1,2022-05-22T07:00:00Z
3853,Humidity,1,mqtt.angizehco.com,4,toossab,28.89,2022-05-22T08:00:00Z
3854,Humidity,1,mqtt.angizehco.com,4,toossab,28.53,2022-05-22T09:00:00Z
3855,Humidity,1,mqtt.angizehco.com,4,toossab,28.31,2022-05-22T10:00:00Z
3856,Humidity,1,mqtt.angizehco.com,4,toossab,28.34,2022-05-22T11:00:00Z
3857,Humidity,1,mqtt.angizehco.com,4,toossab,28.17,2022-05-22T12:00:00Z
3858,Humidity,1,mqtt.angizehco.com,4,toossab,28.39,2022-05-22T13:00:00Z
3859,Humidity,1,mqtt.angizehco.com,4,toossab,27.43,2022-05-22T14:00:00Z
3860,Humidity,1,mqtt.angizehco.com,4,toossab,27.29,2022-05-22T15:00:00Z
3861,Humidity,1,mqtt.angizehco.com,4,toossab,28.34,2022-05-22T16:00:00Z
3862,Humidity,1,mqtt.angizehco.com,4,toossab,28.67,2022-05-22T17:00:00Z
3863,Humidity,1,mqtt.angizehco.com,4,toossab,28.31,2022-05-22T18:00:00Z
3864,Humidity,1,mqtt.angizehco.com,4,toossab,28.6,2022-05-22T19:00:00Z
3865,Humidity,1,mqtt.angizehco.com,4,toossab,28.19,2022-05-22T20:00:00Z
3866,Humidity,1,mqtt.angizehco.com,4,toossab,28.38,2022-05-22T21:00:00Z
3867,Humidity,1,mqtt.angizehco.com,4,toossab,28.56,2022-05-22T22:00:00Z
3868,Humidity,1,mqtt.angizehco.com,4,toossab,28.6,2022-05-22T23:00:00Z
3869,Humidity,1,mqtt.angizehco.com,4,toossab,28.51,2022-05-23T00:00:00Z
3870,Humidity,1,mqtt.angizehco.com,4,toossab,28.51,2022-05-23T01:00:00Z
3871,Humidity,1,mqtt.angizehco.com,4,toossab,28.71,2022-05-23T02:00:00Z
3872,Humidity,1,mqtt.angizehco.com,4,toossab,28.72,2022-05-23T03:00:00Z
3873,Humidity,1,mqtt.angizehco.com,4,toossab,28.77,2022-05-23T04:00:00Z
3874,Humidity,1,mqtt.angizehco.com,4,toossab,28.65,2022-05-23T05:00:00Z
3875,Humidity,1,mqtt.angizehco.com,4,toossab,28.72,2022-05-23T06:00:00Z
3876,Humidity,1,mqtt.angizehco.com,4,toossab,28.89,2022-05-23T07:00:00Z
3877,Humidity,1,mqtt.angizehco.com,4,toossab,27.7,2022-05-23T08:00:00Z
3878,Humidity,1,mqtt.angizehco.com,4,toossab,26.98,2022-05-23T09:00:00Z
3879,Humidity,1,mqtt.angizehco.com,4,toossab,26.33,2022-05-23T10:00:00Z
3880,Humidity,1,mqtt.angizehco.com,4,toossab,25.14,2022-05-23T11:00:00Z
3881,Humidity,1,mqtt.angizehco.com,4,toossab,25.7,2022-05-23T12:00:00Z
3882,Humidity,1,mqtt.angizehco.com,4,toossab,25.62,2022-05-23T13:00:00Z
3883,Humidity,1,mqtt.angizehco.com,4,toossab,26.93,2022-05-23T14:00:00Z
3884,Humidity,1,mqtt.angizehco.com,4,toossab,27.08,2022-05-23T15:00:00Z
3885,Humidity,1,mqtt.angizehco.com,4,toossab,27.2,2022-05-23T16:00:00Z
3886,Humidity,1,mqtt.angizehco.com,4,toossab,27.26,2022-05-23T17:00:00Z
3887,Humidity,1,mqtt.angizehco.com,4,toossab,26.36,2022-05-23T18:00:00Z
3888,Humidity,1,mqtt.angizehco.com,4,toossab,26.46,2022-05-23T19:00:00Z
3889,Humidity,1,mqtt.angizehco.com,4,toossab,26.2,2022-05-23T20:00:00Z
3890,Humidity,1,mqtt.angizehco.com,4,toossab,27.68,2022-05-23T21:00:00Z
3891,Humidity,1,mqtt.angizehco.com,4,toossab,28.44,2022-05-23T22:00:00Z
3892,Humidity,1,mqtt.angizehco.com,4,toossab,27.68,2022-05-23T23:00:00Z
3893,Humidity,1,mqtt.angizehco.com,4,toossab,27.23,2022-05-24T00:00:00Z
3894,Humidity,1,mqtt.angizehco.com,4,toossab,27.66,2022-05-24T01:00:00Z
3895,Humidity,1,mqtt.angizehco.com,4,toossab,28.76,2022-05-24T02:00:00Z
3896,Humidity,1,mqtt.angizehco.com,4,toossab,29.28,2022-05-24T03:00:00Z
3897,Humidity,1,mqtt.angizehco.com,4,toossab,28.67,2022-05-24T04:00:00Z
3898,Humidity,1,mqtt.angizehco.com,4,toossab,27.74,2022-05-24T05:00:00Z
3899,Humidity,1,mqtt.angizehco.com,4,toossab,27.95,2022-05-24T06:00:00Z
3900,Humidity,1,mqtt.angizehco.com,4,toossab,28.31,2022-05-24T07:00:00Z
3901,Humidity,1,mqtt.angizehco.com,4,toossab,29.7,2022-05-24T08:00:00Z
3902,Humidity,1,mqtt.angizehco.com,4,toossab,28.68,2022-05-24T09:00:00Z
3903,Humidity,1,mqtt.angizehco.com,4,toossab,27.98,2022-05-24T10:00:00Z
3904,Humidity,1,mqtt.angizehco.com,4,toossab,27.56,2022-05-24T11:00:00Z
3905,Humidity,1,mqtt.angizehco.com,4,toossab,25.55,2022-05-24T12:00:00Z
3906,Humidity,1,mqtt.angizehco.com,4,toossab,25.15,2022-05-24T13:00:00Z
3907,Humidity,1,mqtt.angizehco.com,4,toossab,26.59,2022-05-24T14:00:00Z
3908,Humidity,1,mqtt.angizehco.com,4,toossab,27.69,2022-05-24T15:00:00Z
3909,Humidity,1,mqtt.angizehco.com,4,toossab,27.19,2022-05-24T16:00:00Z
3910,Humidity,1,mqtt.angizehco.com,4,toossab,25.33,2022-05-24T17:00:00Z
3911,Humidity,1,mqtt.angizehco.com,4,toossab,25.08,2022-05-24T18:00:00Z
3912,Humidity,1,mqtt.angizehco.com,4,toossab,26.44,2022-05-24T19:00:00Z
3913,Humidity,1,mqtt.angizehco.com,4,toossab,26.73,2022-05-24T20:00:00Z
3914,Humidity,1,mqtt.angizehco.com,4,toossab,26.7,2022-05-24T21:00:00Z
3915,Humidity,1,mqtt.angizehco.com,4,toossab,27.02,2022-05-24T22:00:00Z
3916,Humidity,1,mqtt.angizehco.com,4,toossab,26.75,2022-05-24T23:00:00Z
3917,Humidity,1,mqtt.angizehco.com,4,toossab,26.54,2022-05-25T00:00:00Z
3918,Humidity,1,mqtt.angizehco.com,4,toossab,27.31,2022-05-25T01:00:00Z
3919,Humidity,1,mqtt.angizehco.com,4,toossab,27.87,2022-05-25T02:00:00Z
3920,Humidity,1,mqtt.angizehco.com,4,toossab,29.99,2022-05-25T03:00:00Z
3921,Humidity,1,mqtt.angizehco.com,4,toossab,27.56,2022-05-25T04:00:00Z
3922,Humidity,1,mqtt.angizehco.com,4,toossab,26.66,2022-05-25T05:00:00Z
3923,Humidity,1,mqtt.angizehco.com,4,toossab,27.31,2022-05-25T06:00:00Z
3924,Humidity,1,mqtt.angizehco.com,4,toossab,28.06,2022-05-25T07:00:00Z
3925,Humidity,1,mqtt.angizehco.com,4,toossab,27.78,2022-05-25T08:00:00Z
3926,Humidity,1,mqtt.angizehco.com,4,toossab,27.69,2022-05-25T09:00:00Z
3927,Humidity,1,mqtt.angizehco.com,4,toossab,27.79,2022-05-25T10:00:00Z
3928,Humidity,1,mqtt.angizehco.com,4,toossab,28.11,2022-05-25T11:00:00Z
3929,Humidity,1,mqtt.angizehco.com,4,toossab,28.17,2022-05-25T12:00:00Z
3930,Humidity,1,mqtt.angizehco.com,4,toossab,27.57,2022-05-25T13:00:00Z
3931,Humidity,1,mqtt.angizehco.com,4,toossab,27.28,2022-05-25T14:00:00Z
3932,Humidity,1,mqtt.angizehco.com,4,toossab,28.42,2022-05-25T15:00:00Z
3933,Humidity,1,mqtt.angizehco.com,4,toossab,28.18,2022-05-25T16:00:00Z
3934,Humidity,1,mqtt.angizehco.com,4,toossab,28.98,2022-05-25T17:00:00Z
3935,Humidity,1,mqtt.angizehco.com,4,toossab,29.01,2022-05-25T18:00:00Z
3936,Humidity,1,mqtt.angizehco.com,4,toossab,28.58,2022-05-25T19:00:00Z
3937,Humidity,1,mqtt.angizehco.com,4,toossab,28.46,2022-05-25T20:00:00Z
3938,Humidity,1,mqtt.angizehco.com,4,toossab,26.86,2022-05-25T21:00:00Z
3939,Humidity,1,mqtt.angizehco.com,4,toossab,26.5,2022-05-25T22:00:00Z
3940,Humidity,1,mqtt.angizehco.com,4,toossab,27.37,2022-05-25T23:00:00Z
3941,Humidity,1,mqtt.angizehco.com,4,toossab,29.64,2022-05-26T00:00:00Z
3942,Humidity,1,mqtt.angizehco.com,4,toossab,29.81,2022-05-26T01:00:00Z
3943,Humidity,1,mqtt.angizehco.com,4,toossab,30.2,2022-05-26T02:00:00Z
3944,Humidity,1,mqtt.angizehco.com,4,toossab,29.07,2022-05-26T03:00:00Z
3945,Humidity,1,mqtt.angizehco.com,4,toossab,27.26,2022-05-26T04:00:00Z
3946,Humidity,1,mqtt.angizehco.com,4,toossab,27.69,2022-05-26T05:00:00Z
3947,Humidity,1,mqtt.angizehco.com,4,toossab,27.2,2022-05-26T06:00:00Z
3948,Humidity,1,mqtt.angizehco.com,4,toossab,26.99,2022-05-26T07:00:00Z
3949,Humidity,1,mqtt.angizehco.com,4,toossab,26.97,2022-05-26T08:00:00Z
3950,Humidity,1,mqtt.angizehco.com,4,toossab,26.4,2022-05-26T09:00:00Z
3951,Humidity,1,mqtt.angizehco.com,4,toossab,26.64,2022-05-26T10:00:00Z
3952,Humidity,1,mqtt.angizehco.com,4,toossab,25.69,2022-05-26T11:00:00Z
3953,Humidity,1,mqtt.angizehco.com,4,toossab,26.29,2022-05-26T12:00:00Z
3954,Humidity,1,mqtt.angizehco.com,4,toossab,27.18,2022-05-26T13:00:00Z
3955,Humidity,1,mqtt.angizehco.com,4,toossab,28.16,2022-05-26T14:00:00Z
3956,Humidity,1,mqtt.angizehco.com,4,toossab,28.54,2022-05-26T15:00:00Z
3957,Humidity,1,mqtt.angizehco.com,4,toossab,28.6,2022-05-26T16:00:00Z
3958,Humidity,1,mqtt.angizehco.com,4,toossab,29.02,2022-05-26T17:00:00Z
3959,Humidity,1,mqtt.angizehco.com,4,toossab,30.08,2022-05-26T18:00:00Z
3960,Humidity,1,mqtt.angizehco.com,4,toossab,32.13,2022-05-26T19:00:00Z
3961,Humidity,1,mqtt.angizehco.com,4,toossab,32.71,2022-05-26T20:00:00Z
3962,Humidity,1,mqtt.angizehco.com,4,toossab,32.8,2022-05-26T21:00:00Z
3963,Humidity,1,mqtt.angizehco.com,4,toossab,32.59,2022-05-26T22:00:00Z
3964,Humidity,1,mqtt.angizehco.com,4,toossab,32.85,2022-05-26T23:00:00Z
3965,Humidity,1,mqtt.angizehco.com,4,toossab,32.69,2022-05-27T00:00:00Z
3966,Humidity,1,mqtt.angizehco.com,4,toossab,32.06,2022-05-27T01:00:00Z
3967,Humidity,1,mqtt.angizehco.com,4,toossab,32.17,2022-05-27T02:00:00Z
3968,Humidity,1,mqtt.angizehco.com,4,toossab,32.45,2022-05-27T03:00:00Z
3969,Humidity,1,mqtt.angizehco.com,4,toossab,33.17,2022-05-27T04:00:00Z
3970,Humidity,1,mqtt.angizehco.com,4,toossab,34.44,2022-05-27T05:00:00Z
3971,Humidity,1,mqtt.angizehco.com,4,toossab,34.19,2022-05-27T06:00:00Z
3972,Humidity,1,mqtt.angizehco.com,4,toossab,34.22,2022-05-27T07:00:00Z
3973,Humidity,1,mqtt.angizehco.com,4,toossab,32.63,2022-05-27T08:00:00Z
3974,Humidity,1,mqtt.angizehco.com,4,toossab,33.33,2022-05-27T09:00:00Z
3975,Humidity,1,mqtt.angizehco.com,4,toossab,32.39,2022-05-27T10:00:00Z
3976,Humidity,1,mqtt.angizehco.com,4,toossab,31.74,2022-05-27T11:00:00Z
3977,Humidity,1,mqtt.angizehco.com,4,toossab,31.33,2022-05-27T12:00:00Z
3978,Humidity,1,mqtt.angizehco.com,4,toossab,31.48,2022-05-27T13:00:00Z
3979,Humidity,1,mqtt.angizehco.com,4,toossab,30.95,2022-05-27T14:00:00Z
3980,Humidity,1,mqtt.angizehco.com,4,toossab,31.52,2022-05-27T15:00:00Z
3981,Humidity,1,mqtt.angizehco.com,4,toossab,31.29,2022-05-27T16:00:00Z
3982,Humidity,1,mqtt.angizehco.com,4,toossab,32.86,2022-05-27T17:00:00Z
3983,Humidity,1,mqtt.angizehco.com,4,toossab,31.62,2022-05-27T18:00:00Z
3984,Humidity,1,mqtt.angizehco.com,4,toossab,31.02,2022-05-27T19:00:00Z
3985,Humidity,1,mqtt.angizehco.com,4,toossab,32.48,2022-05-27T20:00:00Z
3986,Humidity,1,mqtt.angizehco.com,4,toossab,32.46,2022-05-27T21:00:00Z
3987,Humidity,1,mqtt.angizehco.com,4,toossab,32.56,2022-05-27T22:00:00Z
3988,Humidity,1,mqtt.angizehco.com,4,toossab,32.21,2022-05-27T23:00:00Z
3989,Humidity,1,mqtt.angizehco.com,4,toossab,31.89,2022-05-28T00:00:00Z
3990,Humidity,1,mqtt.angizehco.com,4,toossab,31.56,2022-05-28T01:00:00Z
3991,Humidity,1,mqtt.angizehco.com,4,toossab,31.78,2022-05-28T02:00:00Z
3992,Humidity,1,mqtt.angizehco.com,4,toossab,31.67,2022-05-28T03:00:00Z
3993,Humidity,1,mqtt.angizehco.com,4,toossab,31.17,2022-05-28T04:00:00Z
3994,Humidity,1,mqtt.angizehco.com,4,toossab,30.21,2022-05-28T05:00:00Z
3995,Humidity,1,mqtt.angizehco.com,4,toossab,30.1,2022-05-28T06:00:00Z
3996,Humidity,1,mqtt.angizehco.com,4,toossab,28.24,2022-05-28T07:00:00Z
3997,Humidity,1,mqtt.angizehco.com,4,toossab,27.69,2022-05-28T08:00:00Z
3998,Humidity,1,mqtt.angizehco.com,4,toossab,27.54,2022-05-28T09:00:00Z
3999,Humidity,1,mqtt.angizehco.com,4,toossab,27.17,2022-05-28T10:00:00Z
4000,Humidity,1,mqtt.angizehco.com,4,toossab,27.16,2022-05-28T11:00:00Z
4001,Humidity,1,mqtt.angizehco.com,4,toossab,26.18,2022-05-28T12:00:00Z
4002,Humidity,1,mqtt.angizehco.com,4,toossab,26.31,2022-05-28T13:00:00Z
4003,Humidity,1,mqtt.angizehco.com,4,toossab,25.93,2022-05-28T14:00:00Z
4004,Humidity,1,mqtt.angizehco.com,4,toossab,26.68,2022-05-28T15:00:00Z
4005,Humidity,1,mqtt.angizehco.com,4,toossab,27.76,2022-05-28T16:00:00Z
4006,Humidity,1,mqtt.angizehco.com,4,toossab,28.04,2022-05-28T17:00:00Z
4007,Humidity,1,mqtt.angizehco.com,4,toossab,27.04,2022-05-28T18:00:00Z
4008,Humidity,1,mqtt.angizehco.com,4,toossab,27.26,2022-05-28T19:00:00Z
4009,Humidity,1,mqtt.angizehco.com,4,toossab,28.01,2022-05-28T20:00:00Z
4010,Humidity,1,mqtt.angizehco.com,4,toossab,27.96,2022-05-28T21:00:00Z
4011,Humidity,1,mqtt.angizehco.com,4,toossab,28.36,2022-05-28T22:00:00Z
4012,Humidity,1,mqtt.angizehco.com,4,toossab,28.94,2022-05-28T23:00:00Z
4013,Humidity,1,mqtt.angizehco.com,4,toossab,29.11,2022-05-29T00:00:00Z
4014,Humidity,1,mqtt.angizehco.com,4,toossab,29.01,2022-05-29T01:00:00Z
4015,Humidity,1,mqtt.angizehco.com,4,toossab,28.89,2022-05-29T02:00:00Z
4016,Humidity,1,mqtt.angizehco.com,4,toossab,28.49,2022-05-29T03:00:00Z
4017,Humidity,1,mqtt.angizehco.com,4,toossab,29.01,2022-05-29T04:00:00Z
4018,Humidity,1,mqtt.angizehco.com,4,toossab,28.81,2022-05-29T05:00:00Z
4019,Humidity,1,mqtt.angizehco.com,4,toossab,27.53,2022-05-29T06:00:00Z
4020,Humidity,1,mqtt.angizehco.com,4,toossab,27.46,2022-05-29T07:00:00Z
4021,Humidity,1,mqtt.angizehco.com,4,toossab,25.95,2022-05-29T08:00:00Z
4022,Humidity,1,mqtt.angizehco.com,4,toossab,25.71,2022-05-29T09:00:00Z
4023,Humidity,1,mqtt.angizehco.com,4,toossab,25.78,2022-05-29T10:00:00Z
4024,Humidity,1,mqtt.angizehco.com,4,toossab,25.06,2022-05-29T11:00:00Z
4025,Humidity,1,mqtt.angizehco.com,4,toossab,23.69,2022-05-29T12:00:00Z
4026,Humidity,1,mqtt.angizehco.com,4,toossab,23.68,2022-05-29T13:00:00Z
4027,Humidity,1,mqtt.angizehco.com,4,toossab,24.06,2022-05-29T14:00:00Z
4028,Humidity,1,mqtt.angizehco.com,4,toossab,25.56,2022-05-29T15:00:00Z
4029,Humidity,1,mqtt.angizehco.com,4,toossab,26.43,2022-05-29T16:00:00Z
4030,Humidity,1,mqtt.angizehco.com,4,toossab,26.62,2022-05-29T17:00:00Z
4031,Humidity,1,mqtt.angizehco.com,4,toossab,25.79,2022-05-29T18:00:00Z
4032,Humidity,1,mqtt.angizehco.com,4,toossab,26.65,2022-05-29T19:00:00Z
4033,Humidity,1,mqtt.angizehco.com,4,toossab,27.73,2022-05-29T20:00:00Z
4034,Humidity,1,mqtt.angizehco.com,4,toossab,27.74,2022-05-29T21:00:00Z
4035,Humidity,1,mqtt.angizehco.com,4,toossab,27.8,2022-05-29T22:00:00Z
4036,Humidity,1,mqtt.angizehco.com,4,toossab,27.73,2022-05-29T23:00:00Z
4037,Humidity,1,mqtt.angizehco.com,4,toossab,27.61,2022-05-30T00:00:00Z
4038,Humidity,1,mqtt.angizehco.com,4,toossab,27.56,2022-05-30T01:00:00Z
4039,Humidity,1,mqtt.angizehco.com,4,toossab,27.86,2022-05-30T02:00:00Z
4040,Humidity,1,mqtt.angizehco.com,4,toossab,27.41,2022-05-30T03:00:00Z
4041,Humidity,1,mqtt.angizehco.com,4,toossab,27.21,2022-05-30T04:00:00Z
4042,Humidity,1,mqtt.angizehco.com,4,toossab,26.93,2022-05-30T05:00:00Z
4043,Humidity,1,mqtt.angizehco.com,4,toossab,25.98,2022-05-30T06:00:00Z
4044,Humidity,1,mqtt.angizehco.com,4,toossab,25.97,2022-05-30T07:00:00Z
4045,Humidity,1,mqtt.angizehco.com,4,toossab,25.64,2022-05-30T08:00:00Z
4046,Humidity,1,mqtt.angizehco.com,4,toossab,23.86,2022-05-30T09:00:00Z
4047,Humidity,1,mqtt.angizehco.com,4,toossab,22.12,2022-05-30T10:00:00Z
4048,Humidity,1,mqtt.angizehco.com,4,toossab,22.05,2022-05-30T11:00:00Z
4049,Humidity,1,mqtt.angizehco.com,4,toossab,21.79,2022-05-30T12:00:00Z
4050,Humidity,1,mqtt.angizehco.com,4,toossab,21.23,2022-05-30T13:00:00Z
4051,Humidity,1,mqtt.angizehco.com,4,toossab,23.6,2022-05-30T14:00:00Z
4052,Humidity,1,mqtt.angizehco.com,4,toossab,23.77,2022-05-30T15:00:00Z
4053,Humidity,1,mqtt.angizehco.com,4,toossab,24.22,2022-05-30T16:00:00Z
4054,Humidity,1,mqtt.angizehco.com,4,toossab,24.3,2022-05-30T17:00:00Z
4055,Humidity,1,mqtt.angizehco.com,4,toossab,24.51,2022-05-30T18:00:00Z
4056,Humidity,1,mqtt.angizehco.com,4,toossab,24.76,2022-05-30T19:00:00Z
4057,Humidity,1,mqtt.angizehco.com,4,toossab,24.99,2022-05-30T20:00:00Z
4058,Humidity,1,mqtt.angizehco.com,4,toossab,25.33,2022-05-30T21:00:00Z
4059,Humidity,1,mqtt.angizehco.com,4,toossab,25.54,2022-05-30T22:00:00Z
4060,Humidity,1,mqtt.angizehco.com,4,toossab,25.85,2022-05-30T23:00:00Z
4061,Humidity,1,mqtt.angizehco.com,4,toossab,26.07,2022-05-31T00:00:00Z
4062,Humidity,1,mqtt.angizehco.com,4,toossab,26.32,2022-05-31T01:00:00Z
4063,Humidity,1,mqtt.angizehco.com,4,toossab,26.94,2022-05-31T02:00:00Z
4064,Humidity,1,mqtt.angizehco.com,4,toossab,27.41,2022-05-31T03:00:00Z
4065,Humidity,1,mqtt.angizehco.com,4,toossab,27.53,2022-05-31T04:00:00Z
4066,Humidity,1,mqtt.angizehco.com,4,toossab,27.01,2022-05-31T05:00:00Z
4067,Humidity,1,mqtt.angizehco.com,4,toossab,26.29,2022-05-31T06:00:00Z
4068,Humidity,1,mqtt.angizehco.com,4,toossab,28.65,2022-05-31T07:00:00Z
4069,Humidity,1,mqtt.angizehco.com,4,toossab,26.21,2022-05-31T08:00:00Z
4070,Humidity,1,mqtt.angizehco.com,4,toossab,25.75,2022-05-31T09:00:00Z
4071,Humidity,1,mqtt.angizehco.com,4,toossab,26.41,2022-05-31T10:00:00Z
4072,Humidity,1,mqtt.angizehco.com,4,toossab,25.41,2022-05-31T11:00:00Z
4073,Humidity,1,mqtt.angizehco.com,4,toossab,24.77,2022-05-31T12:00:00Z
4074,Humidity,1,mqtt.angizehco.com,4,toossab,25.15,2022-05-31T13:00:00Z
4075,Humidity,1,mqtt.angizehco.com,4,toossab,25.21,2022-05-31T14:00:00Z
4076,Humidity,1,mqtt.angizehco.com,4,toossab,25.36,2022-05-31T15:00:00Z
4077,Humidity,1,mqtt.angizehco.com,4,toossab,25.51,2022-05-31T16:00:00Z
4078,Humidity,1,mqtt.angizehco.com,4,toossab,25.53,2022-05-31T17:00:00Z
4079,Humidity,1,mqtt.angizehco.com,4,toossab,25.82,2022-05-31T18:00:00Z
4080,Humidity,1,mqtt.angizehco.com,4,toossab,25.69,2022-05-31T19:00:00Z
4081,Humidity,1,mqtt.angizehco.com,4,toossab,25.63,2022-05-31T20:00:00Z
4082,Humidity,1,mqtt.angizehco.com,4,toossab,25.52,2022-05-31T21:00:00Z
4083,Humidity,1,mqtt.angizehco.com,4,toossab,25.7,2022-05-31T22:00:00Z
4084,Humidity,1,mqtt.angizehco.com,4,toossab,27.85,2022-05-31T23:00:00Z
4085,Humidity,1,mqtt.angizehco.com,4,toossab,27.53,2022-06-01T00:00:00Z
4086,Humidity,1,mqtt.angizehco.com,4,toossab,27.4,2022-06-01T01:00:00Z
4087,Humidity,1,mqtt.angizehco.com,4,toossab,27.75,2022-06-01T02:00:00Z
4088,Humidity,1,mqtt.angizehco.com,4,toossab,28.45,2022-06-01T03:00:00Z
4089,Humidity,1,mqtt.angizehco.com,4,toossab,27,2022-06-01T04:00:00Z
4090,Humidity,1,mqtt.angizehco.com,4,toossab,25.86,2022-06-01T05:00:00Z
4091,Humidity,1,mqtt.angizehco.com,4,toossab,26.48,2022-06-01T06:00:00Z
4092,Humidity,1,mqtt.angizehco.com,4,toossab,26.17,2022-06-01T07:00:00Z
4093,Humidity,1,mqtt.angizehco.com,4,toossab,25.96,2022-06-01T08:00:00Z
4094,Humidity,1,mqtt.angizehco.com,4,toossab,26.31,2022-06-01T09:00:00Z
4095,Humidity,1,mqtt.angizehco.com,4,toossab,25.81,2022-06-01T10:00:00Z
4096,Humidity,1,mqtt.angizehco.com,4,toossab,25.3,2022-06-01T11:00:00Z
4097,Humidity,1,mqtt.angizehco.com,4,toossab,24.84,2022-06-01T12:00:00Z
4098,Humidity,1,mqtt.angizehco.com,4,toossab,23.33,2022-06-01T13:00:00Z
4099,Humidity,1,mqtt.angizehco.com,4,toossab,24.1,2022-06-01T14:00:00Z
4100,Humidity,1,mqtt.angizehco.com,4,toossab,24.96,2022-06-01T15:00:00Z
4101,Humidity,1,mqtt.angizehco.com,4,toossab,25.4,2022-06-01T16:00:00Z
4102,Humidity,1,mqtt.angizehco.com,4,toossab,26.67,2022-06-01T17:00:00Z
4103,Humidity,1,mqtt.angizehco.com,4,toossab,26.2,2022-06-01T18:00:00Z
4104,Humidity,1,mqtt.angizehco.com,4,toossab,25.85,2022-06-01T19:00:00Z
4105,Humidity,1,mqtt.angizehco.com,4,toossab,25.65,2022-06-01T20:00:00Z
4106,Humidity,1,mqtt.angizehco.com,4,toossab,25.64,2022-06-01T21:00:00Z
