,m,gateway,host,node,owner,value,_time
0,#datatype measurement,tag,tag,tag,tag,double,datetime:RFC3339
1988,Humidity,1,mqtt.angizehco.com,4,toossab,25.53,2022-03-01T23:00:00Z
1989,Humidity,1,mqtt.angizehco.com,4,toossab,25.125,2022-03-02T00:00:00Z
1990,Humidity,1,mqtt.angizehco.com,4,toossab,25.2,2022-03-02T01:00:00Z
1991,Humidity,1,mqtt.angizehco.com,4,toossab,25.3,2022-03-02T02:00:00Z
1992,Humidity,1,mqtt.angizehco.com,4,toossab,25.31,2022-03-02T03:00:00Z
1993,Humidity,1,mqtt.angizehco.com,4,toossab,25.365,2022-03-02T04:00:00Z
1994,Humidity,1,mqtt.angizehco.com,4,toossab,25.08,2022-03-02T05:00:00Z
1995,Humidity,1,mqtt.angizehco.com,4,toossab,25.49,2022-03-02T06:00:00Z
1996,Humidity,1,mqtt.angizehco.com,4,toossab,26.17,2022-03-02T07:00:00Z
1997,Humidity,1,mqtt.angizehco.com,4,toossab,25.67,2022-03-02T08:00:00Z
1998,Humidity,1,mqtt.angizehco.com,4,toossab,25.74,2022-03-02T09:00:00Z
1999,Humidity,1,mqtt.angizehco.com,4,toossab,26.97,2022-03-02T10:00:00Z
2000,Humidity,1,mqtt.angizehco.com,4,toossab,25.94,2022-03-02T11:00:00Z
2001,Humidity,1,mqtt.angizehco.com,4,toossab,26.95,2022-03-02T12:00:00Z
2002,Humidity,1,mqtt.angizehco.com,4,toossab,25.32,2022-03-02T13:00:00Z
2003,Humidity,1,mqtt.angizehco.com,4,toossab,24.81,2022-03-02T14:00:00Z
2004,Humidity,1,mqtt.angizehco.com,4,toossab,24.74,2022-03-02T15:00:00Z
2005,Humidity,1,mqtt.angizehco.com,4,toossab,24.935,2022-03-02T16:00:00Z
2006,Humidity,1,mqtt.angizehco.com,4,toossab,25.225,2022-03-02T17:00:00Z
2007,Humidity,1,mqtt.angizehco.com,4,toossab,25.36,2022-03-02T18:00:00Z
2008,Humidity,1,mqtt.angizehco.com,4,toossab,25.13,2022-03-02T19:00:00Z
2009,Humidity,1,mqtt.angizehco.com,4,toossab,24.95,2022-03-02T20:00:00Z
2010,Humidity,1,mqtt.angizehco.com,4,toossab,24.76,2022-03-02T21:00:00Z
2011,Humidity,1,mqtt.angizehco.com,4,toossab,24.38,2022-03-02T22:00:00Z
2012,Humidity,1,mqtt.angizehco.com,4,toossab,24.78,2022-03-02T23:00:00Z
2013,Humidity,1,mqtt.angizehco.com,4,toossab,24.72,2022-03-03T00:00:00Z
2014,Humidity,1,mqtt.angizehco.com,4,toossab,24.67,2022-03-03T01:00:00Z
2015,Humidity,1,mqtt.angizehco.com,4,toossab,24.7,2022-03-03T02:00:00Z
2016,Humidity,1,mqtt.angizehco.com,4,toossab,24.97,2022-03-03T03:00:00Z
2017,Humidity,1,mqtt.angizehco.com,4,toossab,25.48,2022-03-03T04:00:00Z
2018,Humidity,1,mqtt.angizehco.com,4,toossab,24.88,2022-03-03T05:00:00Z
2019,Humidity,1,mqtt.angizehco.com,4,toossab,24.6,2022-03-03T06:00:00Z
2020,Humidity,1,mqtt.angizehco.com,4,toossab,24.51,2022-03-03T07:00:00Z
2021,Humidity,1,mqtt.angizehco.com,4,toossab,24.16,2022-03-03T08:00:00Z
2022,Humidity,1,mqtt.angizehco.com,4,toossab,24.31,2022-03-03T09:00:00Z
2023,Humidity,1,mqtt.angizehco.com,4,toossab,24.11,2022-03-03T10:00:00Z
2024,Humidity,1,mqtt.angizehco.com,4,toossab,23.69,2022-03-03T11:00:00Z
2025,Humidity,1,mqtt.angizehco.com,4,toossab,24.285,2022-03-03T12:00:00Z
2026,Humidity,1,mqtt.angizehco.com,4,toossab,23.63,2022-03-03T13:00:00Z
2027,Humidity,1,mqtt.angizehco.com,4,toossab,23.97,2022-03-03T14:00:00Z
2028,Humidity,1,mqtt.angizehco.com,4,toossab,24.12,2022-03-03T15:00:00Z
2029,Humidity,1,mqtt.angizehco.com,4,toossab,24.41,2022-03-03T16:00:00Z
2030,Humidity,1,mqtt.angizehco.com,4,toossab,24.92,2022-03-03T17:00:00Z
2031,Humidity,1,mqtt.angizehco.com,4,toossab,24.82,2022-03-03T18:00:00Z
2032,Humidity,1,mqtt.angizehco.com,4,toossab,25.14,2022-03-03T19:00:00Z
2033,Humidity,1,mqtt.angizehco.com,4,toossab,25.36,2022-03-03T20:00:00Z
2034,Humidity,1,mqtt.angizehco.com,4,toossab,24.565,2022-03-03T21:00:00Z
2035,Humidity,1,mqtt.angizehco.com,4,toossab,24.56,2022-03-03T22:00:00Z
2036,Humidity,1,mqtt.angizehco.com,4,toossab,24.585,2022-03-03T23:00:00Z
2037,Humidity,1,mqtt.angizehco.com,4,toossab,24.42,2022-03-04T00:00:00Z
2038,Humidity,1,mqtt.angizehco.com,4,toossab,24.54,2022-03-04T01:00:00Z
2039,Humidity,1,mqtt.angizehco.com,4,toossab,24.49,2022-03-04T02:00:00Z
2040,Humidity,1,mqtt.angizehco.com,4,toossab,24.34,2022-03-04T03:00:00Z
2041,Humidity,1,mqtt.angizehco.com,4,toossab,24.17,2022-03-04T04:00:00Z
2042,Humidity,1,mqtt.angizehco.com,4,toossab,24.39,2022-03-04T05:00:00Z
2043,Humidity,1,mqtt.angizehco.com,4,toossab,24.38,2022-03-04T06:00:00Z
2044,Humidity,1,mqtt.angizehco.com,4,toossab,24.6,2022-03-04T07:00:00Z
2045,Humidity,1,mqtt.angizehco.com,4,toossab,24.78,2022-03-04T08:00:00Z
2046,Humidity,1,mqtt.angizehco.com,4,toossab,24.88,2022-03-04T10:00:00Z
2047,Humidity,1,mqtt.angizehco.com,4,toossab,24.74,2022-03-04T11:00:00Z
2048,Humidity,1,mqtt.angizehco.com,4,toossab,25.52,2022-03-04T12:00:00Z
2049,Humidity,1,mqtt.angizehco.com,4,toossab,26.53,2022-03-04T13:00:00Z
2050,Humidity,1,mqtt.angizehco.com,4,toossab,26.58,2022-03-04T14:00:00Z
2051,Humidity,1,mqtt.angizehco.com,4,toossab,27.045,2022-03-04T15:00:00Z
2052,Humidity,1,mqtt.angizehco.com,4,toossab,28.97,2022-03-04T16:00:00Z
2053,Humidity,1,mqtt.angizehco.com,4,toossab,28.35,2022-03-04T17:00:00Z
2054,Humidity,1,mqtt.angizehco.com,4,toossab,28.09,2022-03-04T18:00:00Z
2055,Humidity,1,mqtt.angizehco.com,4,toossab,27.49,2022-03-04T19:00:00Z
2056,Humidity,1,mqtt.angizehco.com,4,toossab,27.55,2022-03-04T20:00:00Z
2057,Humidity,1,mqtt.angizehco.com,4,toossab,27.44,2022-03-04T21:00:00Z
2058,Humidity,1,mqtt.angizehco.com,4,toossab,27.49,2022-03-04T22:00:00Z
2059,Humidity,1,mqtt.angizehco.com,4,toossab,27.14,2022-03-04T23:00:00Z
2060,Humidity,1,mqtt.angizehco.com,4,toossab,26.59,2022-03-05T00:00:00Z
2061,Humidity,1,mqtt.angizehco.com,4,toossab,25.54,2022-03-05T01:00:00Z
2062,Humidity,1,mqtt.angizehco.com,4,toossab,24.74,2022-03-05T02:00:00Z
2063,Humidity,1,mqtt.angizehco.com,4,toossab,24.9,2022-03-05T03:00:00Z
2064,Humidity,1,mqtt.angizehco.com,4,toossab,25.19,2022-03-05T04:00:00Z
2065,Humidity,1,mqtt.angizehco.com,4,toossab,25.37,2022-03-05T05:00:00Z
2066,Humidity,1,mqtt.angizehco.com,4,toossab,26.26,2022-03-05T06:00:00Z
2067,Humidity,1,mqtt.angizehco.com,4,toossab,26.09,2022-03-05T07:00:00Z
2068,Humidity,1,mqtt.angizehco.com,4,toossab,25.69,2022-03-05T08:00:00Z
2069,Humidity,1,mqtt.angizehco.com,4,toossab,26.15,2022-03-05T09:00:00Z
2070,Humidity,1,mqtt.angizehco.com,4,toossab,26.67,2022-03-05T10:00:00Z
2071,Humidity,1,mqtt.angizehco.com,4,toossab,25.93,2022-03-05T11:00:00Z
2072,Humidity,1,mqtt.angizehco.com,4,toossab,25.32,2022-03-05T12:00:00Z
2073,Humidity,1,mqtt.angizehco.com,4,toossab,24.76,2022-03-05T13:00:00Z
2074,Humidity,1,mqtt.angizehco.com,4,toossab,24.88,2022-03-05T14:00:00Z
2075,Humidity,1,mqtt.angizehco.com,4,toossab,25.16,2022-03-05T15:00:00Z
2076,Humidity,1,mqtt.angizehco.com,4,toossab,25.5,2022-03-05T16:00:00Z
2077,Humidity,1,mqtt.angizehco.com,4,toossab,26.5,2022-03-05T17:00:00Z
2078,Humidity,1,mqtt.angizehco.com,4,toossab,26.79,2022-03-05T18:00:00Z
2079,Humidity,1,mqtt.angizehco.com,4,toossab,26.53,2022-03-05T19:00:00Z
2080,Humidity,1,mqtt.angizehco.com,4,toossab,25.97,2022-03-05T20:00:00Z
2081,Humidity,1,mqtt.angizehco.com,4,toossab,25.9,2022-03-05T21:00:00Z
2082,Humidity,1,mqtt.angizehco.com,4,toossab,25.03,2022-03-05T22:00:00Z
2083,Humidity,1,mqtt.angizehco.com,4,toossab,24.625,2022-03-05T23:00:00Z
2084,Humidity,1,mqtt.angizehco.com,4,toossab,23.01,2022-03-06T00:00:00Z
2085,Humidity,1,mqtt.angizehco.com,4,toossab,22.4,2022-03-06T01:00:00Z
2086,Humidity,1,mqtt.angizehco.com,4,toossab,21.825,2022-03-06T02:00:00Z
2087,Humidity,1,mqtt.angizehco.com,4,toossab,21.38,2022-03-06T03:00:00Z
2088,Humidity,1,mqtt.angizehco.com,4,toossab,21.03,2022-03-06T04:00:00Z
2089,Humidity,1,mqtt.angizehco.com,4,toossab,23.775,2022-03-06T05:00:00Z
2090,Humidity,1,mqtt.angizehco.com,4,toossab,23.71,2022-03-06T06:00:00Z
2091,Humidity,1,mqtt.angizehco.com,4,toossab,22.23,2022-03-06T07:00:00Z
2092,Humidity,1,mqtt.angizehco.com,4,toossab,23.15,2022-03-06T08:00:00Z
2093,Humidity,1,mqtt.angizehco.com,4,toossab,23.07,2022-03-06T09:00:00Z
2094,Humidity,1,mqtt.angizehco.com,4,toossab,23.17,2022-03-06T10:00:00Z
2095,Humidity,1,mqtt.angizehco.com,4,toossab,22.9,2022-03-06T11:00:00Z
2096,Humidity,1,mqtt.angizehco.com,4,toossab,23.01,2022-03-06T12:00:00Z
2097,Humidity,1,mqtt.angizehco.com,4,toossab,23.15,2022-03-06T13:00:00Z
2098,Humidity,1,mqtt.angizehco.com,4,toossab,23.26,2022-03-06T14:00:00Z
2099,Humidity,1,mqtt.angizehco.com,4,toossab,23.72,2022-03-06T15:00:00Z
2100,Humidity,1,mqtt.angizehco.com,4,toossab,23.955,2022-03-06T16:00:00Z
2101,Humidity,1,mqtt.angizehco.com,4,toossab,24.63,2022-03-06T17:00:00Z
2102,Humidity,1,mqtt.angizehco.com,4,toossab,25.06,2022-03-06T18:00:00Z
2103,Humidity,1,mqtt.angizehco.com,4,toossab,25.19,2022-03-06T19:00:00Z
2104,Humidity,1,mqtt.angizehco.com,4,toossab,25.13,2022-03-06T20:00:00Z
2105,Humidity,1,mqtt.angizehco.com,4,toossab,25.36,2022-03-06T21:00:00Z
2106,Humidity,1,mqtt.angizehco.com,4,toossab,25.64,2022-03-06T22:00:00Z
2107,Humidity,1,mqtt.angizehco.com,4,toossab,26.22,2022-03-06T23:00:00Z
2108,Humidity,1,mqtt.angizehco.com,4,toossab,26.03,2022-03-07T00:00:00Z
2109,Humidity,1,mqtt.angizehco.com,4,toossab,26.495,2022-03-07T01:00:00Z
2110,Humidity,1,mqtt.angizehco.com,4,toossab,26.61,2022-03-07T02:00:00Z
2111,Humidity,1,mqtt.angizehco.com,4,toossab,26.805,2022-03-07T03:00:00Z
2112,Humidity,1,mqtt.angizehco.com,4,toossab,26.89,2022-03-07T04:00:00Z
2113,Humidity,1,mqtt.angizehco.com,4,toossab,27.24,2022-03-07T05:00:00Z
2114,Humidity,1,mqtt.angizehco.com,4,toossab,27.33,2022-03-07T06:00:00Z
2115,Humidity,1,mqtt.angizehco.com,4,toossab,27.22,2022-03-07T07:00:00Z
2116,Humidity,1,mqtt.angizehco.com,4,toossab,27.17,2022-03-07T08:00:00Z
2117,Humidity,1,mqtt.angizehco.com,4,toossab,27.35,2022-03-07T09:00:00Z
2118,Humidity,1,mqtt.angizehco.com,4,toossab,27.42,2022-03-07T11:00:00Z
2119,Humidity,1,mqtt.angizehco.com,4,toossab,27.47,2022-03-07T12:00:00Z
2120,Humidity,1,mqtt.angizehco.com,4,toossab,25.78,2022-03-07T13:00:00Z
2121,Humidity,1,mqtt.angizehco.com,4,toossab,25.1,2022-03-07T14:00:00Z
2122,Humidity,1,mqtt.angizehco.com,4,toossab,24.74,2022-03-07T15:00:00Z
2123,Humidity,1,mqtt.angizehco.com,4,toossab,25.49,2022-03-07T16:00:00Z
2124,Humidity,1,mqtt.angizehco.com,4,toossab,25.2,2022-03-07T17:00:00Z
2125,Humidity,1,mqtt.angizehco.com,4,toossab,25.71,2022-03-07T18:00:00Z
2126,Humidity,1,mqtt.angizehco.com,4,toossab,24.73,2022-03-07T19:00:00Z
2127,Humidity,1,mqtt.angizehco.com,4,toossab,24.26,2022-03-07T20:00:00Z
2128,Humidity,1,mqtt.angizehco.com,4,toossab,24.33,2022-03-07T21:00:00Z
2129,Humidity,1,mqtt.angizehco.com,4,toossab,24.94,2022-03-07T22:00:00Z
2130,Humidity,1,mqtt.angizehco.com,4,toossab,24.98,2022-03-07T23:00:00Z
2131,Humidity,1,mqtt.angizehco.com,4,toossab,25.21,2022-03-08T00:00:00Z
2132,Humidity,1,mqtt.angizehco.com,4,toossab,25.2,2022-03-08T01:00:00Z
2133,Humidity,1,mqtt.angizehco.com,4,toossab,25.01,2022-03-08T02:00:00Z
2134,Humidity,1,mqtt.angizehco.com,4,toossab,25.63,2022-03-08T03:00:00Z
2135,Humidity,1,mqtt.angizehco.com,4,toossab,25.675,2022-03-08T04:00:00Z
2136,Humidity,1,mqtt.angizehco.com,4,toossab,25.85,2022-03-08T05:00:00Z
2137,Humidity,1,mqtt.angizehco.com,4,toossab,25.95,2022-03-08T06:00:00Z
2138,Humidity,1,mqtt.angizehco.com,4,toossab,26.81,2022-03-08T07:00:00Z
2139,Humidity,1,mqtt.angizehco.com,4,toossab,27.44,2022-03-08T08:00:00Z
2140,Humidity,1,mqtt.angizehco.com,4,toossab,27.5,2022-03-08T09:00:00Z
2141,Humidity,1,mqtt.angizehco.com,4,toossab,27.65,2022-03-08T10:00:00Z
2142,Humidity,1,mqtt.angizehco.com,4,toossab,27.755,2022-03-08T11:00:00Z
2143,Humidity,1,mqtt.angizehco.com,4,toossab,27.25,2022-03-08T12:00:00Z
2144,Humidity,1,mqtt.angizehco.com,4,toossab,27.4,2022-03-08T13:00:00Z
2145,Humidity,1,mqtt.angizehco.com,4,toossab,27.52,2022-03-08T14:00:00Z
2146,Humidity,1,mqtt.angizehco.com,4,toossab,27.5,2022-03-08T15:00:00Z
2147,Humidity,1,mqtt.angizehco.com,4,toossab,28.15,2022-03-08T16:00:00Z
2148,Humidity,1,mqtt.angizehco.com,4,toossab,27.9,2022-03-08T17:00:00Z
2149,Humidity,1,mqtt.angizehco.com,4,toossab,28.17,2022-03-08T18:00:00Z
2150,Humidity,1,mqtt.angizehco.com,4,toossab,27.78,2022-03-08T19:00:00Z
2151,Humidity,1,mqtt.angizehco.com,4,toossab,27.85,2022-03-08T20:00:00Z
2152,Humidity,1,mqtt.angizehco.com,4,toossab,27.84,2022-03-08T21:00:00Z
2153,Humidity,1,mqtt.angizehco.com,4,toossab,28.01,2022-03-08T22:00:00Z
2154,Humidity,1,mqtt.angizehco.com,4,toossab,27.56,2022-03-08T23:00:00Z
2155,Humidity,1,mqtt.angizehco.com,4,toossab,26.755,2022-03-09T00:00:00Z
2156,Humidity,1,mqtt.angizehco.com,4,toossab,27.05,2022-03-09T01:00:00Z
2157,Humidity,1,mqtt.angizehco.com,4,toossab,27.24,2022-03-09T02:00:00Z
2158,Humidity,1,mqtt.angizehco.com,4,toossab,26.88,2022-03-09T03:00:00Z
2159,Humidity,1,mqtt.angizehco.com,4,toossab,26.87,2022-03-09T04:00:00Z
2160,Humidity,1,mqtt.angizehco.com,4,toossab,27.16,2022-03-09T05:00:00Z
2161,Humidity,1,mqtt.angizehco.com,4,toossab,26.625,2022-03-09T06:00:00Z
2162,Humidity,1,mqtt.angizehco.com,4,toossab,26.96,2022-03-09T07:00:00Z
2163,Humidity,1,mqtt.angizehco.com,4,toossab,26.11,2022-03-09T08:00:00Z
2164,Humidity,1,mqtt.angizehco.com,4,toossab,25.29,2022-03-09T09:00:00Z
2165,Humidity,1,mqtt.angizehco.com,4,toossab,24.95,2022-03-09T10:00:00Z
2166,Humidity,1,mqtt.angizehco.com,4,toossab,24.32,2022-03-09T11:00:00Z
2167,Humidity,1,mqtt.angizehco.com,4,toossab,24.27,2022-03-09T12:00:00Z
2168,Humidity,1,mqtt.angizehco.com,4,toossab,23.46,2022-03-09T13:00:00Z
2169,Humidity,1,mqtt.angizehco.com,4,toossab,23.445,2022-03-09T14:00:00Z
2170,Humidity,1,mqtt.angizehco.com,4,toossab,24.93,2022-03-09T15:00:00Z
2171,Humidity,1,mqtt.angizehco.com,4,toossab,26.27,2022-03-09T16:00:00Z
2172,Humidity,1,mqtt.angizehco.com,4,toossab,27.06,2022-03-09T17:00:00Z
2173,Humidity,1,mqtt.angizehco.com,4,toossab,27.16,2022-03-09T18:00:00Z
2174,Humidity,1,mqtt.angizehco.com,4,toossab,27.18,2022-03-09T19:00:00Z
2175,Humidity,1,mqtt.angizehco.com,4,toossab,27.24,2022-03-09T20:00:00Z
2176,Humidity,1,mqtt.angizehco.com,4,toossab,27.6,2022-03-09T21:00:00Z
2177,Humidity,1,mqtt.angizehco.com,4,toossab,27.71,2022-03-09T22:00:00Z
2178,Humidity,1,mqtt.angizehco.com,4,toossab,27.71,2022-03-09T23:00:00Z
2179,Humidity,1,mqtt.angizehco.com,4,toossab,27.7,2022-03-10T00:00:00Z
2180,Humidity,1,mqtt.angizehco.com,4,toossab,27.77,2022-03-10T01:00:00Z
2181,Humidity,1,mqtt.angizehco.com,4,toossab,27.76,2022-03-10T02:00:00Z
2182,Humidity,1,mqtt.angizehco.com,4,toossab,27.8,2022-03-10T03:00:00Z
2183,Humidity,1,mqtt.angizehco.com,4,toossab,28.07,2022-03-10T04:00:00Z
2184,Humidity,1,mqtt.angizehco.com,4,toossab,28.26,2022-03-10T05:00:00Z
2185,Humidity,1,mqtt.angizehco.com,4,toossab,28.16,2022-03-10T06:00:00Z
2186,Humidity,1,mqtt.angizehco.com,4,toossab,27.935,2022-03-10T07:00:00Z
2187,Humidity,1,mqtt.angizehco.com,4,toossab,27.36,2022-03-10T08:00:00Z
2188,Humidity,1,mqtt.angizehco.com,4,toossab,27.61,2022-03-10T09:00:00Z
2189,Humidity,1,mqtt.angizehco.com,4,toossab,27.32,2022-03-10T10:00:00Z
2190,Humidity,1,mqtt.angizehco.com,4,toossab,27.245,2022-03-10T11:00:00Z
2191,Humidity,1,mqtt.angizehco.com,4,toossab,27.06,2022-03-10T12:00:00Z
2192,Humidity,1,mqtt.angizehco.com,4,toossab,26.99,2022-03-10T13:00:00Z
2193,Humidity,1,mqtt.angizehco.com,4,toossab,27.15,2022-03-10T14:00:00Z
2194,Humidity,1,mqtt.angizehco.com,4,toossab,27,2022-03-10T15:00:00Z
2195,Humidity,1,mqtt.angizehco.com,4,toossab,26.59,2022-03-10T16:00:00Z
2196,Humidity,1,mqtt.angizehco.com,4,toossab,26.6,2022-03-10T17:00:00Z
2197,Humidity,1,mqtt.angizehco.com,4,toossab,26.15,2022-03-10T18:00:00Z
2198,Humidity,1,mqtt.angizehco.com,4,toossab,26.39,2022-03-10T19:00:00Z
2199,Humidity,1,mqtt.angizehco.com,4,toossab,26.56,2022-03-10T20:00:00Z
2200,Humidity,1,mqtt.angizehco.com,4,toossab,27.035,2022-03-10T21:00:00Z
2201,Humidity,1,mqtt.angizehco.com,4,toossab,28.21,2022-03-10T22:00:00Z
2202,Humidity,1,mqtt.angizehco.com,4,toossab,28.76,2022-03-10T23:00:00Z
2203,Humidity,1,mqtt.angizehco.com,4,toossab,28.57,2022-03-11T00:00:00Z
2204,Humidity,1,mqtt.angizehco.com,4,toossab,28.65,2022-03-11T01:00:00Z
2205,Humidity,1,mqtt.angizehco.com,4,toossab,29.44,2022-03-11T02:00:00Z
2206,Humidity,1,mqtt.angizehco.com,4,toossab,29.71,2022-03-11T03:00:00Z
2207,Humidity,1,mqtt.angizehco.com,4,toossab,29.54,2022-03-11T04:00:00Z
2208,Humidity,1,mqtt.angizehco.com,4,toossab,29.43,2022-03-11T05:00:00Z
2209,Humidity,1,mqtt.angizehco.com,4,toossab,29.71,2022-03-11T06:00:00Z
2210,Humidity,1,mqtt.angizehco.com,4,toossab,30.13,2022-03-11T07:00:00Z
2211,Humidity,1,mqtt.angizehco.com,4,toossab,29.85,2022-03-11T08:00:00Z
2212,Humidity,1,mqtt.angizehco.com,4,toossab,30.1,2022-03-11T09:00:00Z
2213,Humidity,1,mqtt.angizehco.com,4,toossab,28.74,2022-03-11T10:00:00Z
2214,Humidity,1,mqtt.angizehco.com,4,toossab,28.61,2022-03-11T11:00:00Z
2215,Humidity,1,mqtt.angizehco.com,4,toossab,29.11,2022-03-11T14:00:00Z
2216,Humidity,1,mqtt.angizehco.com,4,toossab,28.8,2022-03-11T15:00:00Z
2217,Humidity,1,mqtt.angizehco.com,4,toossab,30.19,2022-03-11T16:00:00Z
2218,Humidity,1,mqtt.angizehco.com,4,toossab,29.66,2022-03-11T17:00:00Z
2219,Humidity,1,mqtt.angizehco.com,4,toossab,30.13,2022-03-11T18:00:00Z
2220,Humidity,1,mqtt.angizehco.com,4,toossab,29.25,2022-03-11T19:00:00Z
2221,Humidity,1,mqtt.angizehco.com,4,toossab,29.35,2022-03-11T20:00:00Z
2222,Humidity,1,mqtt.angizehco.com,4,toossab,29.09,2022-03-11T21:00:00Z
2223,Humidity,1,mqtt.angizehco.com,4,toossab,29.46,2022-03-11T22:00:00Z
2224,Humidity,1,mqtt.angizehco.com,4,toossab,28.62,2022-03-11T23:00:00Z
2225,Humidity,1,mqtt.angizehco.com,4,toossab,29.75,2022-03-12T00:00:00Z
2226,Humidity,1,mqtt.angizehco.com,4,toossab,29.7,2022-03-12T01:00:00Z
2227,Humidity,1,mqtt.angizehco.com,4,toossab,30.23,2022-03-12T02:00:00Z
2228,Humidity,1,mqtt.angizehco.com,4,toossab,29.685,2022-03-12T03:00:00Z
2229,Humidity,1,mqtt.angizehco.com,4,toossab,29.49,2022-03-12T04:00:00Z
2230,Humidity,1,mqtt.angizehco.com,4,toossab,28.77,2022-03-12T05:00:00Z
2231,Humidity,1,mqtt.angizehco.com,4,toossab,27.95,2022-03-12T06:00:00Z
2232,Humidity,1,mqtt.angizehco.com,4,toossab,28.26,2022-03-12T07:00:00Z
2233,Humidity,1,mqtt.angizehco.com,4,toossab,27.575,2022-03-12T08:00:00Z
2234,Humidity,1,mqtt.angizehco.com,4,toossab,26.465,2022-03-12T09:00:00Z
2235,Humidity,1,mqtt.angizehco.com,4,toossab,24.88,2022-03-12T10:00:00Z
2236,Humidity,1,mqtt.angizehco.com,4,toossab,23.61,2022-03-12T11:00:00Z
2237,Humidity,1,mqtt.angizehco.com,4,toossab,23.67,2022-03-12T12:00:00Z
2238,Humidity,1,mqtt.angizehco.com,4,toossab,23.505,2022-03-12T13:00:00Z
2239,Humidity,1,mqtt.angizehco.com,4,toossab,23.36,2022-03-12T14:00:00Z
2240,Humidity,1,mqtt.angizehco.com,4,toossab,29.93,2022-03-13T08:00:00Z
2241,Humidity,1,mqtt.angizehco.com,4,toossab,30.85,2022-03-13T09:00:00Z
2242,Humidity,1,mqtt.angizehco.com,4,toossab,30.22,2022-03-13T10:00:00Z
2243,Humidity,1,mqtt.angizehco.com,4,toossab,29.71,2022-03-13T11:00:00Z
2244,Humidity,1,mqtt.angizehco.com,4,toossab,29.66,2022-03-13T12:00:00Z
2245,Humidity,1,mqtt.angizehco.com,4,toossab,30.64,2022-03-13T13:00:00Z
2246,Humidity,1,mqtt.angizehco.com,4,toossab,30.38,2022-03-13T14:00:00Z
2247,Humidity,1,mqtt.angizehco.com,4,toossab,31.19,2022-03-13T15:00:00Z
2248,Humidity,1,mqtt.angizehco.com,4,toossab,30.08,2022-03-13T16:00:00Z
2249,Humidity,1,mqtt.angizehco.com,4,toossab,30.85,2022-03-13T17:00:00Z
2250,Humidity,1,mqtt.angizehco.com,4,toossab,32.19,2022-03-13T18:00:00Z
2251,Humidity,1,mqtt.angizehco.com,4,toossab,31.12,2022-03-13T19:00:00Z
2252,Humidity,1,mqtt.angizehco.com,4,toossab,30.38,2022-03-13T20:00:00Z
2253,Humidity,1,mqtt.angizehco.com,4,toossab,29.145,2022-03-13T21:00:00Z
2254,Humidity,1,mqtt.angizehco.com,4,toossab,30.84,2022-03-13T22:00:00Z
2255,Humidity,1,mqtt.angizehco.com,4,toossab,30.44,2022-03-13T23:00:00Z
2256,Humidity,1,mqtt.angizehco.com,4,toossab,29.92,2022-03-14T00:00:00Z
2257,Humidity,1,mqtt.angizehco.com,4,toossab,29.32,2022-03-14T01:00:00Z
2258,Humidity,1,mqtt.angizehco.com,4,toossab,30.7,2022-03-14T02:00:00Z
2259,Humidity,1,mqtt.angizehco.com,4,toossab,30.41,2022-03-14T03:00:00Z
2260,Humidity,1,mqtt.angizehco.com,4,toossab,30.97,2022-03-14T04:00:00Z
2261,Humidity,1,mqtt.angizehco.com,4,toossab,31.11,2022-03-14T05:00:00Z
2262,Humidity,1,mqtt.angizehco.com,4,toossab,30.97,2022-03-14T06:00:00Z
2263,Humidity,1,mqtt.angizehco.com,4,toossab,31.69,2022-03-14T07:00:00Z
2264,Humidity,1,mqtt.angizehco.com,4,toossab,30.76,2022-03-14T08:00:00Z
2265,Humidity,1,mqtt.angizehco.com,4,toossab,31.59,2022-03-14T09:00:00Z
2266,Humidity,1,mqtt.angizehco.com,4,toossab,30.49,2022-03-14T10:00:00Z
2267,Humidity,1,mqtt.angizehco.com,4,toossab,33.7,2022-03-14T11:00:00Z
2268,Humidity,1,mqtt.angizehco.com,4,toossab,31.21,2022-03-14T12:00:00Z
2269,Humidity,1,mqtt.angizehco.com,4,toossab,31.38,2022-03-14T13:00:00Z
2270,Humidity,1,mqtt.angizehco.com,4,toossab,30.5,2022-03-14T14:00:00Z
2271,Humidity,1,mqtt.angizehco.com,4,toossab,30.27,2022-03-14T15:00:00Z
2272,Humidity,1,mqtt.angizehco.com,4,toossab,30.24,2022-03-14T16:00:00Z
2273,Humidity,1,mqtt.angizehco.com,4,toossab,30.83,2022-03-14T17:00:00Z
2274,Humidity,1,mqtt.angizehco.com,4,toossab,29.81,2022-03-14T18:00:00Z
2275,Humidity,1,mqtt.angizehco.com,4,toossab,29.41,2022-03-14T19:00:00Z
2276,Humidity,1,mqtt.angizehco.com,4,toossab,28.91,2022-03-14T20:00:00Z
2277,Humidity,1,mqtt.angizehco.com,4,toossab,28.37,2022-03-14T21:00:00Z
2278,Humidity,1,mqtt.angizehco.com,4,toossab,28.52,2022-03-14T22:00:00Z
2279,Humidity,1,mqtt.angizehco.com,4,toossab,28.32,2022-03-14T23:00:00Z
2280,Humidity,1,mqtt.angizehco.com,4,toossab,28.38,2022-03-15T00:00:00Z
2281,Humidity,1,mqtt.angizehco.com,4,toossab,28.08,2022-03-15T01:00:00Z
2282,Humidity,1,mqtt.angizehco.com,4,toossab,29.13,2022-03-15T02:00:00Z
2283,Humidity,1,mqtt.angizehco.com,4,toossab,28.78,2022-03-15T03:00:00Z
